tt_label,session_number,speaker2,task,ipu2_start_time,ipu2_end_time,overlapped_transition
H,3,A,12,669.0715,669.7015,False
H,3,A,12,670.6201,672.1157,False
H,3,A,12,672.2483,672.5288,False
H,3,A,12,672.6729,673.8174,False
H,3,A,12,673.9169,675.3628,False
H,3,A,12,675.5417,678.9788,False
H,3,A,12,679.2045,679.627,False
H,3,A,12,679.3611,679.8111,False
H,3,A,12,679.9829,681.2982,False
H,3,A,12,681.4417,683.1906,False
H,3,A,12,683.5756,683.8877,False
H,3,A,12,684.1372,684.4913,False
H,3,A,12,685.4416,685.7045,False
H,3,A,13,696.8465,698.9151,False
H,3,A,13,699.7015,700.4589,False
H,3,A,13,700.6417,702.0017,False
H,3,A,13,702.5379,705.7675,False
H,3,A,13,706.2757,706.3681,False
H,3,A,13,706.5577,706.8732,False
H,3,A,13,707.4109,708.7327,False
H,3,A,13,709.0415,710.6663,False
H,3,A,13,711.9149,712.8549,False
H,3,A,13,714.0082,714.5417,False
H,3,A,13,715.2649,715.5149,False
H,3,A,13,715.2921,716.3112,False
H,3,A,13,716.7283,722.2351,False
H,3,A,13,722.5678,723.1534,False
H,3,A,13,725.0603,729.8462,False
H,3,A,13,730.2382,731.458,False
H,3,A,13,731.5983,732.8109,False
H,3,A,13,732.9512,734.7682,False
H,3,A,13,735.0205,737.934,False
H,3,A,13,735.7022,736.7542,False
H,3,A,13,737.124,737.5323,False
H,3,A,13,738.4271,738.9494,False
H,3,A,13,739.275,742.6788,False
H,3,A,13,743.2807,744.1044,False
H,3,A,13,744.4779,744.8758,False
H,3,A,13,744.834,746.0522,False
H,3,A,13,696.8465,698.9151,False
H,3,A,13,699.7015,700.4589,False
H,3,A,13,700.6417,702.0017,False
H,3,A,13,702.5379,705.7675,False
H,3,A,13,706.2757,706.3681,False
H,3,A,13,706.5577,706.8732,False
H,3,A,13,707.4109,708.7327,False
H,3,A,13,709.0415,710.6663,False
H,3,A,13,711.9149,712.8549,False
H,3,A,13,714.0082,714.5417,False
H,3,A,13,715.2649,715.5149,False
H,3,A,13,715.2921,716.3112,False
H,3,A,13,716.7283,722.2351,False
H,3,A,13,722.5678,723.1534,False
H,3,A,13,725.0603,729.8462,False
H,3,A,13,730.2382,731.458,False
H,3,A,13,731.5983,732.8109,False
H,3,A,13,732.9512,734.7682,False
H,3,A,13,735.0205,737.934,False
H,3,A,13,735.7022,736.7542,False
H,3,A,13,737.124,737.5323,False
H,3,A,13,738.4271,738.9494,False
H,3,A,13,739.275,742.6788,False
H,3,A,13,743.2807,744.1044,False
H,3,A,13,744.4779,744.8758,False
H,3,A,13,744.834,746.0522,False
H,3,A,14,755.1589,756.6277,False
H,3,A,14,757.3656,757.8144,False
H,3,A,14,759.2704,759.7798,False
H,3,A,14,760.2893,760.7486,False
H,3,A,14,760.8678,761.3945,False
H,3,A,14,761.6816,763.2198,False
H,3,A,14,764.0602,764.5371,False
H,3,A,14,764.7908,765.2598,False
H,3,A,14,766.4093,767.7201,False
H,3,A,14,767.6603,768.2073,False
H,3,A,14,768.5298,769.6814,False
H,3,A,14,770.5098,771.1998,False
H,3,A,14,771.2198,771.86,False
H,3,A,14,773.2398,775.351,False
H,3,A,14,775.6438,776.0427,False
H,3,A,14,775.8541,777.9795,False
H,3,A,14,778.0554,778.6908,False
H,3,A,14,779.0801,779.7336,False
H,3,A,14,780.9767,782.1177,False
H,3,A,14,782.5444,783.7225,False
H,3,A,14,784.8968,785.7628,False
H,3,A,14,786.2026,787.4804,False
H,3,A,14,787.5693,788.0923,False
H,3,A,14,788.87,789.1695,False
H,3,A,14,789.2291,793.4949,False
H,3,A,14,793.7228,794.1857,False
H,3,A,14,794.7834,796.5259,False
H,3,A,14,796.603,798.2398,False
H,3,A,14,799.7995,801.7929,False
H,3,A,14,802.3457,803.0412,False
H,3,A,14,803.6312,804.0487,False
H,3,A,14,804.1579,806.3458,False
H,3,A,14,806.7283,807.0758,False
H,3,A,14,807.9837,808.3058,False
H,3,A,14,808.9687,809.3333,False
H,3,A,14,810.5451,814.007,False
H,3,A,14,814.2104,815.5218,False
H,3,A,14,755.1589,756.6277,False
H,3,A,14,757.3656,757.8144,False
H,3,A,14,759.2704,759.7798,False
H,3,A,14,760.2893,760.7486,False
H,3,A,14,760.8678,761.3945,False
H,3,A,14,761.6816,763.2198,False
H,3,A,14,764.0602,764.5371,False
H,3,A,14,764.7908,765.2598,False
H,3,A,14,766.4093,767.7201,False
H,3,A,14,767.6603,768.2073,False
H,3,A,14,768.5298,769.6814,False
H,3,A,14,770.5098,771.1998,False
H,3,A,14,771.2198,771.86,False
H,3,A,14,773.2398,775.351,False
H,3,A,14,775.6438,776.0427,False
H,3,A,14,775.8541,777.9795,False
H,3,A,14,778.0554,778.6908,False
H,3,A,14,779.0801,779.7336,False
H,3,A,14,780.9767,782.1177,False
H,3,A,14,782.5444,783.7225,False
H,3,A,14,784.8968,785.7628,False
H,3,A,14,786.2026,787.4804,False
H,3,A,14,787.5693,788.0923,False
H,3,A,14,788.87,789.1695,False
H,3,A,14,789.2291,793.4949,False
H,3,A,14,793.7228,794.1857,False
H,3,A,14,794.7834,796.5259,False
H,3,A,14,796.603,798.2398,False
H,3,A,14,799.7995,801.7929,False
H,3,A,14,802.3457,803.0412,False
H,3,A,14,803.6312,804.0487,False
H,3,A,14,804.1579,806.3458,False
H,3,A,14,806.7283,807.0758,False
H,3,A,14,807.9837,808.3058,False
H,3,A,14,808.9687,809.3333,False
H,3,A,14,810.5451,814.007,False
H,3,A,14,814.2104,815.5218,False
H,4,A,1,0.8828,1.3792,False
H,4,A,1,1.9229,3.8326,False
H,4,A,1,4.882,7.689,False
H,4,A,1,8.3778,10.4888,False
H,4,A,1,11.3044,15.0559,False
H,4,A,1,15.65,16.76,False
H,4,A,1,16.7991,18.5868,False
H,4,A,1,20.0719,21.85,False
H,4,A,1,22.6767,24.1379,False
H,4,A,1,25.0341,30.5023,False
H,4,A,1,31.15,33.5729,False
H,4,A,1,33.8743,36.4331,False
H,4,A,1,36.6842,37.0231,False
H,4,A,1,37.5313,40.6723,False
H,4,A,1,41.345,42.38,False
H,4,A,1,42.75,45.028,False
H,4,A,1,45.9257,46.1562,False
H,4,A,1,46.2389,48.927,False
H,4,A,1,49.6264,53.6627,False
H,4,A,1,53.8695,54.7463,False
H,4,A,1,54.7644,54.9339,False
H,4,A,1,54.8724,57.1146,False
H,4,A,1,57.7569,58.1828,False
H,4,A,1,58.14,61.1127,False
H,4,A,1,61.7703,63.5603,False
H,4,A,1,63.5976,68.1384,False
H,4,A,1,68.1972,68.8949,False
H,4,A,1,68.3078,71.363,False
H,4,A,1,71.4235,72.5097,False
H,4,A,1,72.9197,76.3276,False
H,4,A,1,77.1378,77.4695,False
H,4,A,1,77.5319,80.0631,False
H,4,A,1,78.562,78.9766,False
H,4,A,1,80.616,80.8944,False
H,4,A,1,81.1066,81.4193,False
H,4,A,1,82.0268,82.7729,False
H,4,A,1,83.1363,83.3168,False
H,4,A,1,0.8828,1.3792,False
H,4,A,1,1.9229,3.8326,False
H,4,A,1,4.882,7.689,False
H,4,A,1,8.3778,10.4888,False
H,4,A,1,11.3044,15.0559,False
H,4,A,1,15.65,16.76,False
H,4,A,1,16.7991,18.5868,False
H,4,A,1,20.0719,21.85,False
H,4,A,1,22.6767,24.1379,False
H,4,A,1,25.0341,30.5023,False
H,4,A,1,31.15,33.5729,False
H,4,A,1,33.8743,36.4331,False
H,4,A,1,36.6842,37.0231,False
H,4,A,1,37.5313,40.6723,False
H,4,A,1,41.345,42.38,False
H,4,A,1,42.75,45.028,False
H,4,A,1,45.9257,46.1562,False
H,4,A,1,46.2389,48.927,False
H,4,A,1,49.6264,53.6627,False
H,4,A,1,53.8695,54.7463,False
H,4,A,1,54.7644,54.9339,False
H,4,A,1,54.8724,57.1146,False
H,4,A,1,57.7569,58.1828,False
H,4,A,1,58.14,61.1127,False
H,4,A,1,61.7703,63.5603,False
H,4,A,1,63.5976,68.1384,False
H,4,A,1,68.1972,68.8949,False
H,4,A,1,68.3078,71.363,False
H,4,A,1,71.4235,72.5097,False
H,4,A,1,72.9197,76.3276,False
H,4,A,1,77.1378,77.4695,False
H,4,A,1,77.5319,80.0631,False
H,4,A,1,78.562,78.9766,False
H,4,A,1,80.616,80.8944,False
H,4,A,1,81.1066,81.4193,False
H,4,A,1,82.0268,82.7729,False
H,4,A,1,83.1363,83.3168,False
H,4,A,2,92.156,92.9299,False
H,4,A,2,93.4047,93.6352,False
H,4,A,2,94.6994,95.2994,False
H,4,A,2,96.2298,97.7175,False
H,4,A,2,98.047,99.0621,False
H,4,A,2,99.4788,99.7957,False
H,4,A,2,100.0242,102.5813,False
H,4,A,2,103.8286,104.0162,False
H,4,A,2,104.2218,106.4095,False
H,4,A,2,106.5479,107.4547,False
H,4,A,2,108.1196,108.9256,False
H,4,A,2,109.2217,113.1233,False
H,4,A,2,111.3826,112.2742,False
H,4,A,2,113.856,117.5096,False
H,4,A,2,117.9482,122.0476,False
H,4,A,2,121.5836,124.2266,False
H,4,A,2,124.1211,124.5711,False
H,4,A,2,125.5367,127.2824,False
H,4,A,2,92.156,92.9299,False
H,4,A,2,93.4047,93.6352,False
H,4,A,2,94.6994,95.2994,False
H,4,A,2,96.2298,97.7175,False
H,4,A,2,98.047,99.0621,False
H,4,A,2,99.4788,99.7957,False
H,4,A,2,100.0242,102.5813,False
H,4,A,2,103.8286,104.0162,False
H,4,A,2,104.2218,106.4095,False
H,4,A,2,106.5479,107.4547,False
H,4,A,2,108.1196,108.9256,False
H,4,A,2,109.2217,113.1233,False
H,4,A,2,111.3826,112.2742,False
H,4,A,2,113.856,117.5096,False
H,4,A,2,117.9482,122.0476,False
H,4,A,2,121.5836,124.2266,False
H,4,A,2,124.1211,124.5711,False
H,4,A,2,125.5367,127.2824,False
H,4,A,3,140.6394,140.8598,False
H,4,A,3,140.8214,146.9859,False
H,4,A,3,147.249,147.5934,False
H,4,A,3,147.7215,149.0844,False
H,4,A,3,150.1932,153.0215,False
H,4,A,3,150.7464,151.0673,False
H,4,A,3,153.1492,153.4904,False
H,4,A,3,153.1866,154.1617,False
H,4,A,3,154.801,158.4189,False
H,4,A,3,159.2205,160.7115,False
H,4,A,3,160.9525,163.9301,False
H,4,A,3,165.0279,165.9886,False
H,4,A,3,165.6298,168.3603,False
H,4,A,3,168.7146,174.844,False
H,4,A,3,175.5265,175.7342,False
H,4,A,3,175.8034,176.7083,False
H,4,A,3,177.7004,181.2825,False
H,4,A,3,181.3946,186.1719,False
H,4,A,3,186.4404,186.6947,False
H,4,A,3,186.8831,188.0611,False
H,4,A,3,188.571,190.6564,False
H,4,A,3,190.7942,191.9662,False
H,4,A,3,193.0246,196.8841,False
H,4,A,3,197.33,199.7165,False
H,4,A,3,200.0617,202.1444,False
H,4,A,3,203.0079,204.6434,False
H,4,A,3,206.2946,209.1246,False
H,4,A,3,209.311,211.0242,False
H,4,A,3,211.2637,211.6746,False
H,4,A,3,211.7746,212.7815,False
H,4,A,3,213.1736,216.1996,False
H,4,A,3,215.0458,215.7228,False
H,4,A,3,216.9025,220.5285,False
H,4,A,3,221.5046,225.1026,False
H,4,A,3,225.3727,226.0381,False
H,4,A,3,226.7775,227.7136,False
H,4,A,3,227.8936,228.0584,False
H,4,A,3,140.6394,140.8598,False
H,4,A,3,140.8214,146.9859,False
H,4,A,3,147.249,147.5934,False
H,4,A,3,147.7215,149.0844,False
H,4,A,3,150.1932,153.0215,False
H,4,A,3,150.7464,151.0673,False
H,4,A,3,153.1492,153.4904,False
H,4,A,3,153.1866,154.1617,False
H,4,A,3,154.801,158.4189,False
H,4,A,3,159.2205,160.7115,False
H,4,A,3,160.9525,163.9301,False
H,4,A,3,165.0279,165.9886,False
H,4,A,3,165.6298,168.3603,False
H,4,A,3,168.7146,174.844,False
H,4,A,3,175.5265,175.7342,False
H,4,A,3,175.8034,176.7083,False
H,4,A,3,177.7004,181.2825,False
H,4,A,3,181.3946,186.1719,False
H,4,A,3,186.4404,186.6947,False
H,4,A,3,186.8831,188.0611,False
H,4,A,3,188.571,190.6564,False
H,4,A,3,190.7942,191.9662,False
H,4,A,3,193.0246,196.8841,False
H,4,A,3,197.33,199.7165,False
H,4,A,3,200.0617,202.1444,False
H,4,A,3,203.0079,204.6434,False
H,4,A,3,206.2946,209.1246,False
H,4,A,3,209.311,211.0242,False
H,4,A,3,211.2637,211.6746,False
H,4,A,3,211.7746,212.7815,False
H,4,A,3,213.1736,216.1996,False
H,4,A,3,215.0458,215.7228,False
H,4,A,3,216.9025,220.5285,False
H,4,A,3,221.5046,225.1026,False
H,4,A,3,225.3727,226.0381,False
H,4,A,3,226.7775,227.7136,False
H,4,A,3,227.8936,228.0584,False
H,4,A,4,239.0876,239.3722,False
H,4,A,4,241.1964,241.9197,False
H,4,A,4,242.1465,243.4732,False
H,4,A,4,244.1961,245.0142,False
H,4,A,4,245.5803,248.2058,False
H,4,A,4,248.5277,248.816,False
H,4,A,4,248.8464,252.1468,False
H,4,A,4,252.4201,252.5255,False
H,4,A,4,252.7964,254.1394,False
H,4,A,4,254.7364,255.5562,False
H,4,A,4,256.6718,257.5478,False
H,4,A,4,257.8591,261.2279,False
H,4,A,4,261.011,261.9859,False
H,4,A,4,264.8891,269.4271,False
H,4,A,4,269.6849,270.7769,False
H,4,A,4,270.9346,272.1745,False
H,4,A,4,272.3687,274.7348,False
H,4,A,4,275.183,276.1344,False
H,4,A,4,275.2076,275.8182,False
H,4,A,4,276.7576,277.1886,False
H,4,A,4,279.2804,282.151,False
H,4,A,4,282.6785,286.8292,False
H,4,A,4,286.5232,288.0703,False
H,4,A,4,287.8945,290.0888,False
H,4,A,4,290.6604,292.935,False
H,4,A,4,291.5285,291.7743,False
H,4,A,4,292.4186,292.8276,False
H,4,A,4,293.7015,299.3315,False
H,4,A,4,299.8492,300.2815,False
H,4,A,4,299.974,300.3225,False
H,4,A,4,300.627,301.2854,False
H,4,A,4,301.3384,302.0186,False
H,4,A,4,302.501,302.7659,False
H,4,A,4,302.9941,304.3009,False
H,4,A,4,305.1086,305.3549,False
H,4,A,4,305.4511,306.4621,False
H,4,A,4,306.7183,308.5511,False
H,4,A,4,310.1631,316.2011,False
H,4,A,4,315.4234,315.7034,False
H,4,A,4,316.5843,316.9329,False
H,4,A,4,317.6211,318.6432,False
H,4,A,4,320.8872,324.4539,False
H,4,A,4,324.5752,326.4044,False
H,4,A,4,327.1172,330.6772,False
H,4,A,4,330.9893,332.2651,False
H,4,A,4,332.7116,333.8958,False
H,4,A,4,334.0961,334.4052,False
H,4,A,4,336.2969,336.8743,False
H,4,A,4,239.0876,239.3722,False
H,4,A,4,241.1964,241.9197,False
H,4,A,4,242.1465,243.4732,False
H,4,A,4,244.1961,245.0142,False
H,4,A,4,245.5803,248.2058,False
H,4,A,4,248.5277,248.816,False
H,4,A,4,248.8464,252.1468,False
H,4,A,4,252.4201,252.5255,False
H,4,A,4,252.7964,254.1394,False
H,4,A,4,254.7364,255.5562,False
H,4,A,4,256.6718,257.5478,False
H,4,A,4,257.8591,261.2279,False
H,4,A,4,261.011,261.9859,False
H,4,A,4,264.8891,269.4271,False
H,4,A,4,269.6849,270.7769,False
H,4,A,4,270.9346,272.1745,False
H,4,A,4,272.3687,274.7348,False
H,4,A,4,275.183,276.1344,False
H,4,A,4,275.2076,275.8182,False
H,4,A,4,276.7576,277.1886,False
H,4,A,4,279.2804,282.151,False
H,4,A,4,282.6785,286.8292,False
H,4,A,4,286.5232,288.0703,False
H,4,A,4,287.8945,290.0888,False
H,4,A,4,290.6604,292.935,False
H,4,A,4,291.5285,291.7743,False
H,4,A,4,292.4186,292.8276,False
H,4,A,4,293.7015,299.3315,False
H,4,A,4,299.8492,300.2815,False
H,4,A,4,299.974,300.3225,False
H,4,A,4,300.627,301.2854,False
H,4,A,4,301.3384,302.0186,False
H,4,A,4,302.501,302.7659,False
H,4,A,4,302.9941,304.3009,False
H,4,A,4,305.1086,305.3549,False
H,4,A,4,305.4511,306.4621,False
H,4,A,4,306.7183,308.5511,False
H,4,A,4,310.1631,316.2011,False
H,4,A,4,315.4234,315.7034,False
H,4,A,4,316.5843,316.9329,False
H,4,A,4,317.6211,318.6432,False
H,4,A,4,320.8872,324.4539,False
H,4,A,4,324.5752,326.4044,False
H,4,A,4,327.1172,330.6772,False
H,4,A,4,330.9893,332.2651,False
H,4,A,4,332.7116,333.8958,False
H,4,A,4,334.0961,334.4052,False
H,4,A,4,336.2969,336.8743,False
H,4,A,5,346.2891,347.5136,False
H,4,A,5,347.6747,347.9799,False
H,4,A,5,348.0895,348.9882,False
H,4,A,5,350.0267,351.0775,False
H,4,A,5,351.9546,352.8791,False
H,4,A,5,355.0598,356.8544,False
H,4,A,5,357.3904,357.6304,False
H,4,A,5,358.9826,359.408,False
H,4,A,5,359.5563,363.0448,False
H,4,A,5,363.6926,365.5269,False
H,4,A,5,365.8707,366.2013,False
H,4,A,5,366.7396,371.3972,False
H,4,A,5,371.6214,371.9435,False
H,4,A,5,372.199,375.171,False
H,4,A,5,375.2205,376.5025,False
H,4,A,5,376.5943,376.874,False
H,4,A,5,377.3126,378.2816,False
H,4,A,5,379.0826,380.1726,False
H,4,A,5,380.8245,381.1806,False
H,4,A,5,381.7564,382.0534,False
H,4,A,5,382.193,386.8561,False
H,4,A,5,388.6129,395.603,False
H,4,A,5,396.3658,396.7966,False
H,4,A,5,396.3891,399.6343,False
H,4,A,5,400.6291,403.0697,False
H,4,A,5,403.1792,404.8455,False
H,4,A,5,405.1752,411.1131,False
H,4,A,5,412.0126,415.6877,False
H,4,A,5,416.5791,418.8773,False
H,4,A,5,419.5791,421.3791,False
H,4,A,5,422.2393,424.9214,False
H,4,A,5,425.5349,428.2876,False
H,4,A,5,428.7833,431.6195,False
H,4,A,5,432.2591,435.3476,False
H,4,A,5,436.0191,436.5591,False
H,4,A,5,436.8891,437.3976,False
H,4,A,5,437.5424,439.3216,False
H,4,A,5,439.6301,442.9721,False
H,4,A,5,444.2125,446.4314,False
H,4,A,5,446.9973,449.2991,False
H,4,A,5,450.471,453.0491,False
H,4,A,5,453.2591,454.7415,False
H,4,A,5,456.1982,456.7789,False
H,4,A,5,457.7031,458.0082,False
H,4,A,5,458.6921,460.991,False
H,4,A,5,461.0513,463.3056,False
H,4,A,5,463.4957,463.8323,False
H,4,A,5,464.2771,464.8105,False
H,4,A,5,465.0564,467.8116,False
H,4,A,5,467.9138,468.2645,False
H,4,A,5,468.6041,469.2472,False
H,4,A,5,469.5611,470.9742,False
H,4,A,5,469.5824,469.9085,False
H,4,A,5,471.0267,471.3352,False
H,4,A,5,472.1978,477.4764,False
H,4,A,5,477.6909,478.1747,False
H,4,A,5,478.0438,481.2554,False
H,4,A,5,481.4576,482.2565,False
H,4,A,5,481.8424,490.0013,False
H,4,A,5,484.7519,485.2601,False
H,4,A,5,488.8487,489.0625,False
H,4,A,5,490.1147,490.535,False
H,4,A,5,490.9922,494.0639,False
H,4,A,5,494.635,499.6899,False
H,4,A,5,499.9582,500.0389,False
H,4,A,5,499.9667,500.7703,False
H,4,A,5,500.8246,503.6607,False
H,4,A,5,503.8825,505.0025,False
H,4,A,5,505.9434,507.1225,False
H,4,A,5,507.2829,508.8554,False
H,4,A,5,508.8178,512.0131,False
H,4,A,5,511.5461,511.6934,False
H,4,A,5,511.8862,512.7547,False
H,4,A,5,512.5233,517.4571,False
H,4,A,5,517.478,517.7401,False
H,4,A,5,517.8847,519.7885,False
H,4,A,5,519.9255,520.4348,False
H,4,A,5,520.6348,520.9348,False
H,4,A,5,521.1221,522.4455,False
H,4,A,5,522.6871,523.0393,False
H,4,A,5,346.2891,347.5136,False
H,4,A,5,347.6747,347.9799,False
H,4,A,5,348.0895,348.9882,False
H,4,A,5,350.0267,351.0775,False
H,4,A,5,351.9546,352.8791,False
H,4,A,5,355.0598,356.8544,False
H,4,A,5,357.3904,357.6304,False
H,4,A,5,358.9826,359.408,False
H,4,A,5,359.5563,363.0448,False
H,4,A,5,363.6926,365.5269,False
H,4,A,5,365.8707,366.2013,False
H,4,A,5,366.7396,371.3972,False
H,4,A,5,371.6214,371.9435,False
H,4,A,5,372.199,375.171,False
H,4,A,5,375.2205,376.5025,False
H,4,A,5,376.5943,376.874,False
H,4,A,5,377.3126,378.2816,False
H,4,A,5,379.0826,380.1726,False
H,4,A,5,380.8245,381.1806,False
H,4,A,5,381.7564,382.0534,False
H,4,A,5,382.193,386.8561,False
H,4,A,5,388.6129,395.603,False
H,4,A,5,396.3658,396.7966,False
H,4,A,5,396.3891,399.6343,False
H,4,A,5,400.6291,403.0697,False
H,4,A,5,403.1792,404.8455,False
H,4,A,5,405.1752,411.1131,False
H,4,A,5,412.0126,415.6877,False
H,4,A,5,416.5791,418.8773,False
H,4,A,5,419.5791,421.3791,False
H,4,A,5,422.2393,424.9214,False
H,4,A,5,425.5349,428.2876,False
H,4,A,5,428.7833,431.6195,False
H,4,A,5,432.2591,435.3476,False
H,4,A,5,436.0191,436.5591,False
H,4,A,5,436.8891,437.3976,False
H,4,A,5,437.5424,439.3216,False
H,4,A,5,439.6301,442.9721,False
H,4,A,5,444.2125,446.4314,False
H,4,A,5,446.9973,449.2991,False
H,4,A,5,450.471,453.0491,False
H,4,A,5,453.2591,454.7415,False
H,4,A,5,456.1982,456.7789,False
H,4,A,5,457.7031,458.0082,False
H,4,A,5,458.6921,460.991,False
H,4,A,5,461.0513,463.3056,False
H,4,A,5,463.4957,463.8323,False
H,4,A,5,464.2771,464.8105,False
H,4,A,5,465.0564,467.8116,False
H,4,A,5,467.9138,468.2645,False
H,4,A,5,468.6041,469.2472,False
H,4,A,5,469.5611,470.9742,False
H,4,A,5,469.5824,469.9085,False
H,4,A,5,471.0267,471.3352,False
H,4,A,5,472.1978,477.4764,False
H,4,A,5,477.6909,478.1747,False
H,4,A,5,478.0438,481.2554,False
H,4,A,5,481.4576,482.2565,False
H,4,A,5,481.8424,490.0013,False
H,4,A,5,484.7519,485.2601,False
H,4,A,5,488.8487,489.0625,False
H,4,A,5,490.1147,490.535,False
H,4,A,5,490.9922,494.0639,False
H,4,A,5,494.635,499.6899,False
H,4,A,5,499.9582,500.0389,False
H,4,A,5,499.9667,500.7703,False
H,4,A,5,500.8246,503.6607,False
H,4,A,5,503.8825,505.0025,False
H,4,A,5,505.9434,507.1225,False
H,4,A,5,507.2829,508.8554,False
H,4,A,5,508.8178,512.0131,False
H,4,A,5,511.5461,511.6934,False
H,4,A,5,511.8862,512.7547,False
H,4,A,5,512.5233,517.4571,False
H,4,A,5,517.478,517.7401,False
H,4,A,5,517.8847,519.7885,False
H,4,A,5,519.9255,520.4348,False
H,4,A,5,520.6348,520.9348,False
H,4,A,5,521.1221,522.4455,False
H,4,A,5,522.6871,523.0393,False
H,4,A,6,534.6664,535.8976,False
H,4,A,6,536.1155,536.424,False
H,4,A,6,537.1709,537.5426,False
H,4,A,6,537.755,538.1575,False
H,4,A,6,537.8687,539.006,False
H,4,A,6,538.4667,538.6902,False
H,4,A,6,539.0081,539.8025,False
H,4,A,6,539.9392,540.1723,False
H,4,A,6,540.3364,540.9864,False
H,4,A,6,541.0967,542.678,False
H,4,A,6,542.9692,543.3226,False
H,4,A,6,544.8404,545.6904,False
H,4,A,6,547.162,548.9965,False
H,4,A,6,549.3921,549.7418,False
H,4,A,6,549.9404,551.4276,False
H,4,A,6,553.3177,557.5514,False
H,4,A,6,557.8004,558.2827,False
H,4,A,6,558.3405,559.4851,False
H,4,A,6,558.4782,559.5364,False
H,4,A,6,559.6832,560.0005,False
H,4,A,6,560.1881,560.5253,False
H,4,A,6,560.479,561.0739,False
H,4,A,6,562.396,563.371,False
H,4,A,6,562.3977,562.6747,False
H,4,A,6,564.7855,566.9995,False
H,4,A,6,565.7473,566.0903,False
H,4,A,6,567.0533,571.8932,False
H,4,A,6,572.3203,573.4813,False
H,4,A,6,575.6284,576.4027,False
H,4,A,6,578.3327,578.5737,False
H,4,A,6,578.8809,579.3333,False
H,4,A,6,580.4569,581.3844,False
H,4,A,6,581.6213,582.1737,False
H,4,A,6,582.5037,583.4056,False
H,4,A,6,583.6422,584.9285,False
H,4,A,6,586.3379,586.7666,False
H,4,A,6,586.8876,587.0804,False
H,4,A,6,587.8471,592.6432,False
H,4,A,6,587.8571,588.1026,False
H,4,A,6,592.8964,593.1367,False
H,4,A,6,593.3042,594.882,False
H,4,A,6,595.1941,595.5448,False
H,4,A,6,595.5178,595.717,False
H,4,A,6,595.7836,599.4246,False
H,4,A,6,599.5042,604.1225,False
H,4,A,6,604.6588,607.616,False
H,4,A,6,608.5364,610.4071,False
H,4,A,6,610.746,612.0481,False
H,4,A,6,612.5228,614.258,False
H,4,A,6,614.6024,614.7909,False
H,4,A,6,615.6921,617.7588,False
H,4,A,6,619.416,620.3838,False
H,4,A,6,621.71,623.1903,False
H,4,A,6,624.0516,626.1732,False
H,4,A,6,626.34,626.6276,False
H,4,A,6,626.6324,628.4761,False
H,4,A,6,628.5936,628.9718,False
H,4,A,6,630.5239,630.7703,False
H,4,A,6,630.8483,631.9723,False
H,4,A,6,632.1201,633.0615,False
H,4,A,6,633.2237,634.1526,False
H,4,A,6,634.3577,634.9286,False
H,4,A,6,635.4372,638.2872,False
H,4,A,6,638.4559,638.788,False
H,4,A,6,639.0352,640.7719,False
H,4,A,6,641.6508,644.0939,False
H,4,A,6,646.5069,646.8587,False
H,4,A,6,647.5569,647.844,False
H,4,A,6,649.6097,650.1698,False
H,4,A,6,534.6664,535.8976,False
H,4,A,6,536.1155,536.424,False
H,4,A,6,537.1709,537.5426,False
H,4,A,6,537.755,538.1575,False
H,4,A,6,537.8687,539.006,False
H,4,A,6,538.4667,538.6902,False
H,4,A,6,539.0081,539.8025,False
H,4,A,6,539.9392,540.1723,False
H,4,A,6,540.3364,540.9864,False
H,4,A,6,541.0967,542.678,False
H,4,A,6,542.9692,543.3226,False
H,4,A,6,544.8404,545.6904,False
H,4,A,6,547.162,548.9965,False
H,4,A,6,549.3921,549.7418,False
H,4,A,6,549.9404,551.4276,False
H,4,A,6,553.3177,557.5514,False
H,4,A,6,557.8004,558.2827,False
H,4,A,6,558.3405,559.4851,False
H,4,A,6,558.4782,559.5364,False
H,4,A,6,559.6832,560.0005,False
H,4,A,6,560.1881,560.5253,False
H,4,A,6,560.479,561.0739,False
H,4,A,6,562.396,563.371,False
H,4,A,6,562.3977,562.6747,False
H,4,A,6,564.7855,566.9995,False
H,4,A,6,565.7473,566.0903,False
H,4,A,6,567.0533,571.8932,False
H,4,A,6,572.3203,573.4813,False
H,4,A,6,575.6284,576.4027,False
H,4,A,6,578.3327,578.5737,False
H,4,A,6,578.8809,579.3333,False
H,4,A,6,580.4569,581.3844,False
H,4,A,6,581.6213,582.1737,False
H,4,A,6,582.5037,583.4056,False
H,4,A,6,583.6422,584.9285,False
H,4,A,6,586.3379,586.7666,False
H,4,A,6,586.8876,587.0804,False
H,4,A,6,587.8471,592.6432,False
H,4,A,6,587.8571,588.1026,False
H,4,A,6,592.8964,593.1367,False
H,4,A,6,593.3042,594.882,False
H,4,A,6,595.1941,595.5448,False
H,4,A,6,595.5178,595.717,False
H,4,A,6,595.7836,599.4246,False
H,4,A,6,599.5042,604.1225,False
H,4,A,6,604.6588,607.616,False
H,4,A,6,608.5364,610.4071,False
H,4,A,6,610.746,612.0481,False
H,4,A,6,612.5228,614.258,False
H,4,A,6,614.6024,614.7909,False
H,4,A,6,615.6921,617.7588,False
H,4,A,6,619.416,620.3838,False
H,4,A,6,621.71,623.1903,False
H,4,A,6,624.0516,626.1732,False
H,4,A,6,626.34,626.6276,False
H,4,A,6,626.6324,628.4761,False
